yields|title|instructions|modifications|link|unit|amount|item
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||g|80.0|Currypaste rot
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||EL|3.0|Sojasauce
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||||Cayennepfeffer
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||St.|3.0|Paprika rot
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||||Salz
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||||Koriander (frisch)
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||||Wasser
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||||Öl
0.0|Sushi Reis|"Reis 3x waschen

Reis und Wasser zum Kochen bringen

mit Geschirrtuch abdichten

auf kleinster Stufe kochen (währenddessen NICHT nachsehen!)

15 Minuten kochen

auf ein Holzbrett den Reis auskippen (abkühlen), mit Reislöffel auflockern

die Reisessig / Zucker / Salz-Mischung mit einem Löffel gut verteilen."|"600 g Reis

3 Scheiben Fisch (?)

1 Avocado
4 Eier Omelett
1/2 Gurke
1/2 Tube Wasabi
7 Nori Blätter


Reis 1: 1 1/2"||ml|650.0|Reis
0.0|Sushi Reis|"Reis 3x waschen

Reis und Wasser zum Kochen bringen

mit Geschirrtuch abdichten

auf kleinster Stufe kochen (währenddessen NICHT nachsehen!)

15 Minuten kochen

auf ein Holzbrett den Reis auskippen (abkühlen), mit Reislöffel auflockern

die Reisessig / Zucker / Salz-Mischung mit einem Löffel gut verteilen."|"600 g Reis

3 Scheiben Fisch (?)

1 Avocado
4 Eier Omelett
1/2 Gurke
1/2 Tube Wasabi
7 Nori Blätter


Reis 1: 1 1/2"||ml|650.0|Wasser
0.0|Sushi Reis|"Reis 3x waschen

Reis und Wasser zum Kochen bringen

mit Geschirrtuch abdichten

auf kleinster Stufe kochen (währenddessen NICHT nachsehen!)

15 Minuten kochen

auf ein Holzbrett den Reis auskippen (abkühlen), mit Reislöffel auflockern

die Reisessig / Zucker / Salz-Mischung mit einem Löffel gut verteilen."|"600 g Reis

3 Scheiben Fisch (?)

1 Avocado
4 Eier Omelett
1/2 Gurke
1/2 Tube Wasabi
7 Nori Blätter


Reis 1: 1 1/2"||EL|6.0|Reisessig
0.0|Sushi Reis|"Reis 3x waschen

Reis und Wasser zum Kochen bringen

mit Geschirrtuch abdichten

auf kleinster Stufe kochen (währenddessen NICHT nachsehen!)

15 Minuten kochen

auf ein Holzbrett den Reis auskippen (abkühlen), mit Reislöffel auflockern

die Reisessig / Zucker / Salz-Mischung mit einem Löffel gut verteilen."|"600 g Reis

3 Scheiben Fisch (?)

1 Avocado
4 Eier Omelett
1/2 Gurke
1/2 Tube Wasabi
7 Nori Blätter


Reis 1: 1 1/2"||EL|2.0|Zucker
0.0|Sushi Reis|"Reis 3x waschen

Reis und Wasser zum Kochen bringen

mit Geschirrtuch abdichten

auf kleinster Stufe kochen (währenddessen NICHT nachsehen!)

15 Minuten kochen

auf ein Holzbrett den Reis auskippen (abkühlen), mit Reislöffel auflockern

die Reisessig / Zucker / Salz-Mischung mit einem Löffel gut verteilen."|"600 g Reis

3 Scheiben Fisch (?)

1 Avocado
4 Eier Omelett
1/2 Gurke
1/2 Tube Wasabi
7 Nori Blätter


Reis 1: 1 1/2"||TL|2.0|Salz
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|kg|1.0|Rindfleisch
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|g|400.0|Tomaten (passiert)
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|Glas|1.0|Rotwein
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|St|2.0|Zwiebel
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|St|1.0|Zimtstange (oder Zimtpulver)
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|St|4.0|Nelken (oder Nelkenpulver)
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|||Olivenöl
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|g|400.0|Orzo Pasta (Kritharaki)
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|EL|1.0|Tomatenmark
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|TL|1.0|Zucker
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|TL|4.0|Salz
4.0|Giouvetsi|"Das Fleisch in mundgerechte Stücke schneiden und in Olivenöl (portionsweise) anbraten und herausnehmen.

Zwiebel und Knoblauch klein schneiden und anrösten.

Das Tomatenmark kurz mitrösten.

Das Fleisch dazu und mit Rotwein und passierten Tomaten aufgießen. Eventuell noch Wasser dazufügen.

Würzen und 50 Minuten bei kleiner Hitze kochen.

In der Zwischenzeit die Paste in einer Pfanne mit wenig Olivenöl goldgelb rösten (damit die Paste später nicht verklumpt).

Das Backrohr auf 180 Grad vorheizen.

Die Pasta zum Fleisch dazufügen. Alles im Backrohr mit Deckel 30 Minuten garen.

Mit Feta (oder Parmesan) bedecken und 15 Minuten ohne Deckel bei Oberhitze gratinieren."||https://www.mygreekdish.com/recipe/giouvetsi-beef-stew-with-orzo-pasta/|||Pfeffer
4.0|Zwiebelrostbraten|"Zuerst das Fleisch mit Salz und Pfeffer beidseitig gut würzen.
Danach 1 Seite in Mehl legen. 
Die bemehlte Seite scharf anbraten, danach wenden und die 2. Seite anbraten. Aus der Pfanne heben und warm stellen.

Eine Zwiebel schälen und achteln. In dem Bratenfett hellbraun rösten, mit dem Rotwein ablöschen. 
Senf zugeben und mit Rindsuppe aufgießen. Alles etwas einkochen lassen und dann die Zwiebelsauce durch ein Sieb gießen.
Wieder in die Pfanne füllen und mit Obers abschmecken. 

Wenn das Fleisch nicht von bester Qualität ist, wird es in der Sauce weichgedünstet. Beim richten Rostbraten kann dieser Schritt weggelassen werden!

In der Zwischenzeit die anderen Zwiebeln schälen, in feine Scheiben schneiden und in Öl frittieren.

Die Zwiebel kurz vor dem Servieren auf das Fleisch geben."|Evtl. Schlagobers weglassen||St.|4.0|Rostbraten
4.0|Zwiebelrostbraten|"Zuerst das Fleisch mit Salz und Pfeffer beidseitig gut würzen.
Danach 1 Seite in Mehl legen. 
Die bemehlte Seite scharf anbraten, danach wenden und die 2. Seite anbraten. Aus der Pfanne heben und warm stellen.

Eine Zwiebel schälen und achteln. In dem Bratenfett hellbraun rösten, mit dem Rotwein ablöschen. 
Senf zugeben und mit Rindsuppe aufgießen. Alles etwas einkochen lassen und dann die Zwiebelsauce durch ein Sieb gießen.
Wieder in die Pfanne füllen und mit Obers abschmecken. 

Wenn das Fleisch nicht von bester Qualität ist, wird es in der Sauce weichgedünstet. Beim richten Rostbraten kann dieser Schritt weggelassen werden!

In der Zwischenzeit die anderen Zwiebeln schälen, in feine Scheiben schneiden und in Öl frittieren.

Die Zwiebel kurz vor dem Servieren auf das Fleisch geben."|Evtl. Schlagobers weglassen||St.|4.0|Zwiebel
